date ,Organisme ,DCD.tot,DCD75+,DCD75-
23/01/2013,CH de Pfastatt,0,0,0
22/01/2013,CH de Pfastatt,0,0,0
21/01/2013,CH de Pfastatt,0,0,0
20/01/2013,CH de Pfastatt,2,2,0
19/01/2013,CH de Pfastatt,0,0,0
18/01/2013,CH de Pfastatt,1,0,1
17/01/2013,CH de Pfastatt,0,0,0
16/01/2013,CH de Pfastatt,0,0,0
15/01/2013,CH de Pfastatt,2,2,0
14/01/2013,CH de Pfastatt,0,0,0
10/01/2013,CH de Pfastatt,1,1,0
9/01/2013,CH de Pfastatt,0,0,0
8/01/2013,CH de Pfastatt,0,0,0
7/01/2013,CH de Pfastatt,1,1,0
6/01/2013,CH de Pfastatt,0,0,0
5/01/2013,CH de Pfastatt,0,0,0
4/01/2013,CH de Pfastatt,0,0,0
3/01/2013,CH de Pfastatt,0,0,0
2/01/2013,CH de Pfastatt,0,0,0
